Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
7272.053,90,1047.06325,198.106,314.4,60.316,60.316,571.16,575.885,139.1,7.44,11.712,23.2,258.2248542,1496.989708,221.4161667
7863.665,192,1839.93575,221.0651429,416.1,113.756,113.756,624.909,601.814,166.1,8.856,16.494,32.7,362.2904911,1774.420315,241.8121667
8577.638,225,2703.406125,320.7228333,514,175.274,175.274,690.3,632.006,208.5,11.019,24.252,48,477.3128299,2086.006826,269.0128333
8967.414,216,4251.890857,461.3558,617.5,245.954,245.954,756.529,662.025,250.9,13.142,33.203,65.7,651.6794714,2460.01911,296.9165
9364.565,231,4333.172444,446.3445,714.8,332.393,332.393,806.673,684.004,297.8,15.454,42.764,84.7,693.458162,2570.379157,321.8991667
9440.959,240,8498.868667,385.9325,820.6,438.095,438.095,903.466,725.708,358.9,18.337,58.832,116.5,1083.611181,3304.075861,363.6238333
9874.317,270,12129.04383,508.628,930,644.846,644.846,1052.36,771.635,452.3,22.505,87.232,172.7,1473.841319,4059.472472,426.4553333
6880.465,54,285.188,659.7345,113.8,5.747,5.747,498.4,547.691,114.8,6.147,25.508,14.8,194.296875,1333.15575,201.2243333
7024.781,96,688.1738,273.2556,208.8,26.33,26.33,598.855,569.438,132.8,7.118,14.058,26.4,222.2965333,1386.2234,224.7781667
7348.574,135,837.6582,198.106,314.4,60.325,60.325,570.388,575.743,139.1,7.433,11.679,23.1,244.4381,1482.343867,221.2405
7907.633,168,2453.266667,257.9093333,416.1,113.757,113.757,624.069,601.658,166.1,8.847,16.452,32.6,414.3763334,1886.111,241.621
8766.539,150,2703.455875,481.0845,514,175.23,175.23,689.374,631.832,208.5,11.008,24.197,47.9,484.3176146,2131.718229,268.8018333
8945.465,324,3307.088667,768.9336667,617.5,246.015,246.015,755.474,661.812,250.9,13.128,33.133,65.6,607.4666111,2368.167056,296.6745
9305.064,378,5571.156714,334.7585,714.8,332.325,332.325,805.69,683.839,297.7,15.437,42.686,84.5,799.4347678,2772.684036,321.642
9505.374,384,5099.3123,1029.153667,820.6,438.089,438.089,902.448,725.547,358.8,18.316,58.736,116.3,865.7825806,2879.421495,363.3578333
9962.158,459,8086.062889,1186.800667,930,644.786,644.786,1051.513,771.488,452.2,22.478,87.129,172.5,1209.061963,3544.801259,426.218
6763.121,36,107.38,224.528,113.8,7.249,7.249,444.731,541.031,110.6,5.883,8.399,7.3,134.5125,1208.679667,186.324
6921.291,108,1128.985833,170.38875,208.8,25.742,25.742,596.171,568.883,132.3,7.092,15.749,26.2,251.1711319,1427.201264,224.3991667
7371.097,144,1396.115333,173.342875,314.4,60.326,60.326,569.618,575.6,139.1,7.426,11.646,23.1,289.5833507,1576.546868,221.0816667
7859.605,156,1635.526,773.7285,416.1,113.758,113.758,623.23,601.502,166.1,8.839,16.411,32.5,388.1210417,1825.78625,241.4303333
8593.433,300,3604.632167,641.4466667,514,175.251,175.251,688.448,631.657,208.5,10.997,24.143,47.8,585.1771528,2304.793806,268.5908333
9002.53,342,5952.9244,288.35475,617.5,245.971,245.971,754.424,661.601,250.9,13.115,33.062,65.5,789.2769292,2741.546692,296.4336667
9345.564,294,4874.70025,334.758875,714.8,332.383,332.383,804.71,683.674,297.7,15.421,42.607,84.4,734.2947604,2649.367688,321.4186667
9464.789,384,5665.895667,385.9325,820.6,438.01,438.01,901.434,725.387,358.7,18.296,58.641,116.1,859.2505139,2859.871195,363.093
9911.005,486,9096.961375,1780.201,930,645.126,645.126,1050.673,771.343,452,22.452,87.027,172.3,1344.934115,3808.215563,425.9658333
6888.85,60,94.0482,273.8678,113.8,8.506,8.506,451.395,543.306,112.4,5.973,0,7.5,139.9418333,1239.845333,186.7623333
7034.44,78,836.37725,226.8211667,208.8,25.346,25.346,593.788,568.386,132,7.068,16.5,26,228.7027014,1401.630736,223.957
7202.619,171,1047.096125,346.686,314.4,60.331,60.331,568.849,575.458,139,7.419,11.613,23,277.0985938,1523.688688,220.8898333
7852.57,240,2102.822714,386.8645,416.1,113.754,113.754,622.393,601.347,166.1,8.83,16.37,32.4,401.7279345,1852.018536,241.24
8700.323,300,3089.683,641.4473333,514,175.278,175.278,687.524,631.482,208.4,10.986,24.089,47.7,542.1556111,2236.788556,268.3635
8992.607,180,3720.729625,576.71975,617.5,245.996,245.996,753.378,661.391,250.8,13.103,32.993,65.3,613.6588646,2388.925396,296.1608333
9371.062,252,3899.7037,382.582,714.8,332.379,332.379,803.732,683.51,297.6,15.404,42.528,84.2,653.401475,2492.087783,321.1623333
9494.203,432,8498.837167,1543.729,820.6,438.024,438.024,900.422,725.228,358.7,18.276,58.546,115.9,1195.690514,3537.898861,362.8453333
9959.847,378,7277.6911,445.0495,930,644.811,644.811,1049.835,771.199,451.9,22.426,86.925,172.1,1072.895633,3272.566433,425.7308333
6879.6,30,183.7592222,348.1845,113.8,9.876,9.876,470.992,547.317,115.5,6.135,0,9.8,153.7699769,1260.869954,191.624
6914.836,120,1087.209333,193.946,208.8,24.74,24.74,589.695,567.626,131.4,7.032,18.222,25.6,249.9175278,1424.921889,223.2625
7381.146,171,930.7664444,231.124,314.4,60.334,60.334,568.082,575.316,139,7.412,11.581,22.9,257.6874537,1514.795074,220.7151667
8044.546,228,2453.317,257.9096667,416.1,113.756,113.756,621.559,601.192,166.1,8.821,16.329,32.3,419.0949722,1918.938111,241.0501667
8653.218,165,2703.494,320.724,514,175.277,175.277,686.604,631.308,208.4,10.975,24.035,47.6,471.8911667,2088.618833,268.1536667
8976.704,360,4961.256833,576.73525,617.5,246.045,246.045,752.337,661.184,250.8,13.09,32.923,65.2,731.9263403,2623.040181,295.9223333
9285.561,210,6499.433167,446.346,714.8,332.262,332.262,802.757,683.346,297.6,15.388,42.45,84,871.7203473,2914.733695,320.9235
9572.616,480,10198.5944,617.4912,820.6,437.941,437.941,899.414,725.069,358.6,18.256,58.451,115.7,1264.0048,3687.873767,362.5816667
9952.677,540,9097.179625,508.6282857,930,645.103,645.103,1048.996,771.055,451.8,22.399,86.823,171.9,1243.248909,3612.264652,425.4955
6910.508,36,417.97475,197.2737143,113.8,9.3,9.3,543.562,558.79,121.7,6.629,6.622,18,169.912622,1280.809411,209.2171667
6867.517,108,542.8366667,199.2731429,208.8,31.609,31.609,553.567,565.626,127.7,6.946,0,18.8,199.5639008,1326.339302,212.1065
7128.07,126,1196.310571,231.1203333,314.4,60.293,60.293,587.302,578.694,139.3,7.593,12.396,24.5,278.183492,1509.365651,224.9641667
7952.643,192,2452.948333,221.0631429,416.1,113.728,113.728,642.61,604.948,166.6,9.046,17.361,34.4,415.3777063,1891.413746,245.8275
8581.012,300,4324.6872,320.7173333,514,175.233,175.233,709.823,635.524,209.1,11.259,25.396,50.3,620.9393778,2369.274922,273.567
9007.07,234,5952.1562,329.5477143,617.5,245.966,245.966,778.928,666.442,251.7,13.43,34.695,68.7,786.5859095,2731.039986,302.3158333
9274.543,336,5573.152286,669.4925,714.8,332.519,332.519,827.298,687.279,299.1,15.815,44.43,88,826.7003988,2816.751131,326.987
9558.321,312,5098.3223,385.887,820.6,437.894,437.894,924.901,728.922,360.6,18.771,60.844,120.4,808.9196083,2768.837383,369.073
10004.237,378,12125.91783,508.6212857,930,644.805,644.805,1069.603,774.591,454.9,23.08,89.371,176.9,1485.04951,4098.596853,431.4075
6801.974,54,559.888,339.4635,113.8,7.966,7.966,532.658,555.898,119.4,6.501,13.651,17.2,194.032625,1312.848583,207.5513333
6936.22,114,498.043,199.3294286,208.8,31.69,31.69,555.436,565.898,128,6.959,0,19.1,196.5787857,1331.347071,212.5655
7171.572,162,1196.318,462.241,314.4,60.299,60.299,586.496,578.549,139.3,7.586,12.363,24.5,300.3625833,1561.138333,224.799
7982.568,168,1839.72075,386.86075,416.1,113.725,113.725,641.724,604.786,166.6,9.037,17.318,34.3,375.991375,1817.829083,245.6275
8745.893,255,2162.3377,240.53825,514,175.238,175.238,708.843,635.341,209.1,11.248,25.339,50.2,430.2019125,2015.501158,273.3451667
8944.081,234,4960.151,768.9456667,617.5,245.951,245.951,777.805,666.214,251.6,13.416,34.621,68.5,740.3878889,2628.438111,302.026
9259.048,273,7802.2664,892.6593333,714.8,332.428,332.428,826.258,687.104,299.1,15.798,44.347,87.8,1025.665728,3212.366956,326.7345
9579.797,240,10197.1696,1029.056,820.6,437.982,437.982,923.823,728.751,360.5,18.751,60.746,120.3,1281.30505,3717.4341,368.8118333
9898.195,459,12126.0635,508.6228571,930,644.903,644.903,1068.705,774.423,454.7,23.052,89.263,176.7,1491.694613,4094.46406,431.1405
6872.393,45,634.3756667,452.014,113.8,7.867,7.867,563.471,560.176,122.8,6.69,15.694,21.1,212.5712222,1354.241611,214.9885
7009.586,78,824.2918333,697.556,208.8,31.648,31.648,553.757,565.599,127.9,6.945,0,18.9,262.0870694,1474.980306,212.1835
7277.077,108,930.4771111,346.681,314.4,60.3,60.3,585.692,578.404,139.3,7.578,12.329,24.4,263.9884259,1506.155852,224.6171667
7865.488,180,2452.959167,386.861,416.1,113.735,113.735,640.841,604.624,166.5,9.028,17.275,34.2,427.9881806,1902.523861,245.4113333
8715.778,210,2702.929,274.9011429,514,175.19,175.19,707.867,635.159,209.1,11.236,25.282,50,474.2378452,2098.79969,273.1073333
8888.093,288,4251.582571,461.3674,617.5,245.981,245.981,776.686,665.987,251.6,13.402,34.548,68.4,660.0862476,2458.753995,301.7705
9385.553,315,5572.951286,446.3306667,714.8,332.451,332.451,825.22,686.93,299,15.78,44.265,87.6,806.0649127,2794.514325,326.4658333
9467.262,384,10197.5668,771.8075,820.6,437.907,437.907,922.748,728.58,360.4,18.73,60.647,120.1,1271.749442,3679.857217,368.5341667
9995.149,270,12126.24133,445.04525,930,644.732,644.732,1067.81,774.257,454.6,23.025,89.155,176.5,1470.508132,4068.52793,430.8911667
6728.54,51,475.373125,225.6948333,113.8,7.758,7.758,563.281,560.019,122.7,6.683,16.616,21.1,180.9819132,1267.02766,215.0665
6895.02,84,1009.4332,174.394625,208.8,31.667,31.667,555.701,565.748,128.2,6.952,0,19.2,234.6469021,1400.552471,212.6335
7323.596,117,1395.748833,346.68275,314.4,60.296,60.296,584.891,578.26,139.3,7.571,12.295,24.3,303.4200486,1592.953931,224.4361667
7906.423,120,1635.322556,386.861,416.1,113.734,113.734,639.96,604.462,166.5,9.019,17.232,34.1,354.7520463,1763.073426,245.2121667
8650.677,150,3603.996833,274.9011429,514,175.215,175.215,706.896,634.978,209.1,11.225,25.226,49.9,544.2210813,2228.131663,272.8875
9068.105,180,3306.799,329.5485714,617.5,245.952,245.952,775.57,665.76,251.6,13.388,34.474,68.3,561.2369643,2291.317429,301.5153333
9353.058,294,6501.663,382.5701429,714.8,332.387,332.387,824.186,686.756,298.9,15.763,44.182,87.5,876.2578452,2929.746357,326.2145
9571.718,336,10197.8454,514.546,820.6,437.94,437.94,921.673,728.408,360.4,18.709,60.549,119.9,1246.2092,3646.441567,368.2731667
10033.091,486,10394.01186,1780.183,930,644.684,644.684,1066.915,774.091,454.5,22.997,89.047,176.3,1455.284405,4044.661643,430.6416667
6779.038,42,803.9324,338.48425,113.8,7.738,7.738,568.828,560.693,123.4,6.714,16.361,21.8,217.6240542,1347.498775,216.2993333
7004.233,84,540.3867,278.9842,208.8,31.624,31.624,564.958,567.064,129.3,7.014,0,20.3,205.3379083,1358.00465,214.7726667
7131.108,99,1395.7735,231.122,314.4,60.305,60.305,584.09,578.116,139.3,7.564,12.261,24.3,292.211375,1538.618083,224.2718333
7823.357,240,2453.005833,386.861,416.1,113.713,113.713,639.082,604.301,166.5,9.01,17.19,34,432.7896528,1905.506139,245.0138333
8619.556,195,2402.645111,384.8622,514,175.209,175.209,705.923,634.795,209,11.213,25.17,49.8,456.9021926,2048.545385,272.6501667
9000.117,198,4251.618429,768.947,617.5,245.942,245.942,774.457,665.535,251.5,13.374,34.4,68.1,677.9429524,2513.687405,301.2276667
9276.562,252,5572.752,382.571,714.8,332.493,332.493,823.153,686.582,298.9,15.746,44.1,87.3,795.2408333,2755.196333,325.9635
9496.166,432,8498.373667,514.5523333,820.6,438.034,438.034,920.6,728.237,360.3,18.689,60.45,119.7,1112.464167,3366.621,367.996
9909.032,432,8084.338889,1186.79,930,644.698,644.698,1066.025,773.927,454.4,22.97,88.94,176.1,1208.740574,3531.143148,430.3936667
6887.714,60,557.42475,229.9215,113.8,9.21,9.21,571.712,562.72,125.4,6.807,5.602,21.4,189.4339375,1309.678375,215.6068333
7026.159,60,1142.9844,199.1571429,208.8,31.488,31.488,572.891,568.077,130.3,7.063,0,21.4,247.8040452,1444.764757,216.6218333
7259.617,135,1196.391857,173.3415,314.4,60.306,60.306,583.291,577.971,139.3,7.556,12.228,24.2,273.6909464,1523.17606,224.091
7932.29,156,1635.345,309.489,416.1,113.74,113.74,638.205,604.14,166.5,9,17.147,33.9,351.1088333,1760.494,244.8153333
8713.446,255,4324.8058,320.7186667,514,175.238,175.238,704.955,634.615,209,11.201,25.113,49.7,616.6320389,2383.868078,272.4306667
8924.129,360,3306.830333,384.4736667,617.5,246.025,246.025,773.347,665.309,251.5,13.361,34.327,68,580.5581666,2306.493,300.974
9254.067,336,4876.082125,535.6002,714.8,332.434,332.434,822.125,686.409,298.8,15.729,44.018,87.2,756.8026104,2674.830554,325.7135
9522.611,480,8498.508167,1543.673,820.6,437.926,437.926,919.529,728.066,360.2,18.668,60.351,119.5,1202.078931,3550.553028,367.719
9985.973,351,8084.491222,593.3946667,930,644.706,644.706,1065.14,773.764,454.3,22.942,88.833,175.8,1152.423074,3431.594148,430.1298333
6828.845,51,490.131125,231.2516667,113.8,9.668,9.668,554.291,560.555,123.8,6.709,4.714,19.3,181.2406493,1287.449299,211.5615
6964.192,84,835.8031429,348.37275,208.8,31.369,31.369,575.885,568.446,130.7,7.08,0,21.8,236.9687411,1412.089482,217.3185
7153.122,162,1674.9576,462.2443333,314.4,60.307,60.307,582.494,577.827,139.3,7.549,12.194,24.1,339.8066611,1637.838489,223.9106667
7968.224,132,1471.8177,515.8153333,416.1,113.74,113.74,637.331,603.98,166.5,8.991,17.105,33.9,352.5850028,1769.616172,244.6345
8627.339,195,2402.705111,641.4376667,514,175.197,175.197,703.991,634.434,209,11.19,25.057,49.6,478.0673981,2092.61313,272.212
9082.141,342,3720.201,1153.422,617.5,246.015,246.015,772.24,665.084,251.5,13.347,34.254,67.8,677.4481667,2526.879833,300.7041667
9402.57,336,3900.7982,446.3346667,714.8,332.495,332.495,821.098,686.237,298.8,15.711,43.936,87,667.9754056,2522.166311,325.4636667
9409.051,336,5099.1677,441.0534286,820.6,437.951,437.951,918.462,727.895,360.1,18.648,60.252,119.3,814.7816774,2757.303855,367.4428333
10016.898,513,10394.40786,593.3963333,930,644.865,644.865,1064.253,773.602,454.2,22.915,88.726,175.6,1358.319183,3848.761199,429.8826667
6751.15,33,542.823625,173.169,113.8,9.542,9.542,565.798,562.097,125.1,6.779,4.68,20.7,180.5858854,1270.580771,214.1923333
6974.978,84,599.9886,232.0771667,208.8,31.175,31.175,579.056,568.734,131.1,7.094,0,22.3,207.9583139,1355.169794,218.0473333
7323.635,144,930.5478889,346.6835,314.4,60.308,60.308,581.698,577.683,139.3,7.542,12.161,24.1,266.5609491,1519.929065,223.7473333
7967.163,168,1471.8285,773.723,416.1,113.725,113.725,636.459,603.819,166.4,8.982,17.062,33.8,376.968625,1818.42325,244.4203333
8612.231,285,4324.9206,641.4383333,514,175.223,175.223,703.028,634.254,208.9,11.179,25.001,49.5,645.6389111,2425.468822,271.977
9052.153,306,4251.674429,384.4743333,617.5,246,246,771.137,664.86,251.4,13.333,34.181,67.7,654.5216469,2476.300294,300.4351667
9277.074,378,5572.472,892.671,714.8,332.374,332.374,820.075,686.065,298.7,15.694,43.854,86.8,847.82325,2861.231833,325.198
9477.489,456,6374.020875,441.057,820.6,437.93,437.93,917.397,727.725,360.1,18.627,60.154,119.1,930.8867396,3001.182813,367.1838333
9855.828,513,14552.4692,593.3951667,930,644.865,644.865,1063.373,773.441,454,22.888,88.62,175.4,1704.693031,4514.926228,429.6203333
6760.714,54,991.66,688.6445,113.8,9.069,9.069,583.871,564.264,126.9,6.879,5.068,23,264.685375,1436.314583,218.3303333
6884.513,114,778.980375,198.708,208.8,30.903,30.903,584.995,569.512,131.7,7.132,0.041,23.2,223.2395313,1369.317396,219.43
7321.145,117,1046.877,198.1048571,314.4,60.308,60.308,580.904,577.539,139.2,7.534,12.127,24,261.5251548,1509.639143,223.5506667
7836.088,216,2453.032667,257.9078333,416.1,113.737,113.737,635.588,603.659,166.4,8.973,17.02,33.7,419.6545417,1882.14425,244.2233333
8734.112,225,2703.058375,481.07925,514,175.213,175.213,702.065,634.073,208.9,11.167,24.945,49.4,492.0094688,2138.743771,271.7583333
8999.163,234,4960.306333,461.3684,617.5,246.018,246.018,770.037,664.637,251.4,13.319,34.108,67.5,713.8509778,2586.392622,300.1668333
9338.577,273,5572.379714,892.6726667,714.8,332.412,332.412,819.054,685.893,298.6,15.677,43.773,86.7,838.9477817,2853.973563,324.9495
9593.924,336,6374.07575,441.0594286,820.6,437.959,437.959,916.335,727.555,360,18.606,60.055,118.9,920.7586816,3000.60303,366.9085
9970.744,297,9095.379125,1780.187,930,644.728,644.728,1062.492,773.281,453.9,22.86,88.514,175.2,1330.689094,3786.339688,429.3745
6865.196,60,1052.7928,195.2001429,113.8,8.442,8.442,595.592,565.098,127.6,6.918,10.571,24.8,230.7713286,1382.571824,221.7631667
7026.809,120,799.613625,231.5218333,208.8,30.559,30.559,589.354,569.915,132.2,7.151,1.359,23.8,228.7360382,1402.88391,220.6298333
7169.657,144,837.5127,173.341875,314.4,60.311,60.311,580.112,577.395,139.2,7.527,12.094,23.9,244.1753813,1449.870429,223.3713333
7838.042,228,1635.381778,193.431,416.1,113.74,113.74,634.721,603.499,166.4,8.964,16.977,33.6,347.0461482,1737.44913,244.0268333
8715.012,240,2402.777889,320.7195,514,175.252,175.252,701.109,633.895,208.9,11.156,24.89,49.3,454.7709491,2061.293565,271.5416667
9000.172,270,3720.235125,576.71025,617.5,245.961,245.961,768.94,664.414,251.4,13.306,34.036,67.4,622.9886146,2405.096396,299.916
9407.08,231,4875.76125,892.674,714.8,332.464,332.464,818.036,685.722,298.6,15.66,43.691,86.5,777.2810208,2742.296542,324.7015
9576.357,264,10198.5714,514.5726667,820.6,438.1,438.1,915.277,727.386,359.9,18.586,59.957,118.7,1239.479172,3635.366844,366.6343333
10026.66,459,9095.494375,1186.793667,930,644.813,644.813,1061.616,773.122,453.8,22.833,88.408,175,1294.641087,3723.793507,429.1298333
6921.867,51,855.5991667,193.5542857,113.8,7.777,7.777,595.024,564.224,126.9,6.877,16.026,25.2,213.6465377,1357.266242,222.3751667
6932.501,102,1087.111667,346.97825,208.8,30.339,30.339,592.336,570.222,132.5,7.166,1.96,24.3,261.1709931,1451.28832,221.414
7268.166,90,930.5761111,198.105,314.4,60.312,60.312,579.321,577.251,139.2,7.52,12.06,23.9,249.4130926,1476.926519,223.2086667
7984.981,240,2943.695,773.724,416.1,113.745,113.745,633.855,603.34,166.4,8.955,16.935,33.5,505.3328333,2078.7075,243.8308333
8652.899,225,3604.1735,962.16,514,175.245,175.245,700.153,633.715,208.9,11.144,24.834,49.2,606.9807917,2355.579583,271.3243333
9093.181,252,4960.327833,384.4723333,617.5,245.984,245.984,767.846,664.191,251.3,13.292,33.963,67.2,708.6716805,2592.244194,299.632
9275.583,315,7801.0832,334.7535,714.8,332.456,332.456,817.021,685.552,298.5,15.643,43.61,86.3,981.431225,3128.94595,324.4376667
9435.788,360,5099.3155,385.930875,820.6,438.026,438.026,914.221,727.217,359.8,18.565,59.859,118.5,811.6716979,2756.610063,366.3603333
9947.564,432,14552.901,712.077,930,645.086,645.086,1060.74,772.963,453.7,22.806,88.302,174.8,1707.538417,4536.604667,428.8851667
6912.714,54,479.4862,168.36825,113.8,7.322,7.322,587.421,562.726,125.6,6.807,19.857,24.5,179.7674542,1289.281742,221.1518333
6976.137,114,825.032,693.3025,208.8,30.093,30.093,594.066,570.333,132.7,7.171,2.734,24.6,269.410375,1474.56075,221.934
7217.681,117,930.589,462.2453333,314.4,60.301,60.301,578.532,577.108,139.2,7.512,12.027,23.8,273.5846111,1517.036056,223.0298333
7836.919,132,2102.640571,193.431125,416.1,113.743,113.743,632.991,603.18,166.4,8.946,16.893,33.4,377.7889747,1799.138949,243.635
8581.794,300,2402.820556,481.08025,514,175.223,175.223,699.201,633.537,208.8,11.133,24.778,49,472.8996505,2075.819634,271.0748333
8962.189,342,4960.342833,329.5464286,617.5,245.967,245.967,766.755,663.969,251.3,13.278,33.891,67.1,711.4680218,2576.257544,299.3821667
9414.085,273,5572.122857,669.5075,714.8,332.378,332.378,816.009,685.382,298.5,15.626,43.529,86.2,819.9526964,2829.31556,324.2076667
9423.216,336,5099.3313,385.93225,820.6,437.954,437.954,913.168,727.049,359.8,18.545,59.761,118.3,809.5328792,2750.505592,366.1038333
9849.469,270,14553.0912,508.6267143,930,644.882,644.882,1059.869,772.806,453.6,22.779,88.196,174.6,1676.944326,4459.344819,428.6416667
6872.851,51,341.6832,668.364,113.8,6.739,6.739,550.799,556.845,121,6.543,22.867,20.4,205.5649333,1342.4062,213.0756667
6879.543,108,847.595375,461.1066667,208.8,29.477,29.477,599.087,570.719,133.1,7.19,4.855,25.4,252.0672535,1422.42034,223.3918333
7176.195,90,1046.9265,693.368,314.4,60.311,60.311,577.745,576.964,139.2,7.505,11.993,23.7,300.2019583,1563.533417,222.8511667
7841.871,240,1471.8632,257.9081667,416.1,113.738,113.738,632.13,603.022,166.3,8.937,16.851,33.4,339.4989472,1723.580061,243.44
8588.682,210,4325.0846,320.7203333,514,175.258,175.258,698.249,633.358,208.8,11.122,24.723,48.9,612.1227444,2355.624156,270.8586667
8991.195,360,4960.357667,288.351375,617.5,246.029,246.029,765.668,663.748,251.3,13.264,33.819,67,709.4221702,2577.23884,299.1331667
9228.588,357,4333.809889,535.607,714.8,332.326,332.326,815,685.212,298.4,15.609,43.448,86,712.4614908,2583.688482,323.9448333
9440.643,264,5665.938111,1029.155,820.6,438.058,438.058,912.119,726.881,359.7,18.524,59.663,118.1,904.2330093,2943.065685,365.8311667
10025.368,432,8085.154778,593.398,930,644.739,644.739,1059,772.65,453.5,22.752,88.091,174.4,1158.368648,3451.77663,428.3988333
6777.114,60,252.2456667,334.3255,113.8,6.761,6.761,515.024,551.542,117.1,6.315,20.549,16.1,166.7102639,1257.374361,204.4383333
7026.837,72,1131.843,345.772,208.8,29.433,29.433,598.553,570.609,133.1,7.185,5.079,25.4,263.1005833,1469.114167,223.321
7171.706,90,1395.9125,693.3685,314.4,60.315,60.315,576.959,576.821,139.2,7.498,11.96,23.7,329.2040833,1620.950333,222.6896667
7922.82,216,1635.414667,309.49,416.1,113.721,113.721,631.271,602.863,166.3,8.928,16.809,33.3,355.3264723,1768.924278,243.2451667
8591.579,270,2703.22525,320.7205,514,175.26,175.26,697.302,633.18,208.8,11.111,24.668,48.8,481.8605625,2095.797458,270.6435
8982.202,360,2976.2247,384.466,617.5,246.028,246.028,764.583,663.527,251.2,13.251,33.747,66.8,551.946225,2261.070117,298.8513333
9244.09,294,3900.3729,1339.0185,714.8,332.401,332.401,813.993,685.043,298.3,15.592,43.368,85.9,737.93245,2637.447067,323.6993333
9512.067,480,7284.788286,1029.155667,820.6,438.097,438.097,911.072,726.714,359.6,18.503,59.566,117.9,1057.007746,3260.784659,365.5591667
9905.252,432,10395.22943,890.098,930,645.03,645.03,1058.129,772.495,453.3,22.725,87.986,174.2,1375.518536,3866.268238,428.1391667
6842.148,30,285.5648,448.778,113.8,7.25,7.25,482.735,547.177,114.1,6.134,13.733,11.9,172.3684833,1287.923467,195.9631667
7070.024,108,1155.0125,275.569,208.8,28.461,28.461,603.041,570.811,133.3,7.195,8.077,26.2,262.7439583,1474.311083,224.7706667
7226.223,108,837.5599,346.68425,314.4,60.317,60.317,576.175,576.678,139.2,7.491,11.927,23.6,255.1957625,1482.197358,222.5118333
7964.775,156,2943.776,309.4902,416.1,113.748,113.748,630.415,602.705,166.3,8.919,16.767,33.2,459.2640167,1983.981533,243.051
8620.468,255,4325.1808,274.9035714,514,175.212,175.212,696.355,633.003,208.8,11.099,24.612,48.7,611.839781,2360.794062,270.4281667
9022.208,342,5952.458,461.3566,617.5,246.017,246.017,763.502,663.307,251.2,13.237,33.675,66.7,804.7474667,2773.589933,298.6035
9412.591,210,5571.863286,1339.022,714.8,332.435,332.435,812.988,684.874,298.3,15.575,43.287,85.7,870.1066072,2930.118548,323.454
9437.489,384,8498.912667,1029.155667,820.6,437.976,437.976,910.028,726.548,359.5,18.483,59.468,117.7,1150.028945,3434.688889,365.2878333
9903.141,297,10395.347,712.0796,930,644.75,644.75,1057.266,772.34,453.2,22.698,87.881,174,1349.275967,3813.7196,427.8975
6891.905,42,243.8576,338.784,113.8,7.736,7.736,470.497,545.905,113.4,6.083,8.381,10,159.0149667,1273.013767,192.3776667
6951.726,72,1153.5255,689.0705,208.8,28.516,28.516,601.825,570.645,133.3,7.187,8.008,26.1,293.95775,1517.273,224.5108333
7353.739,99,837.57,346.6845,314.4,60.315,60.315,575.392,576.534,139.2,7.483,11.894,23.5,254.3572917,1501.951417,222.3338333
7868.727,180,1471.8958,515.817,416.1,113.75,113.75,629.56,602.547,166.3,8.91,16.725,33.1,355.7045667,1761.0483,242.857
8645.357,150,2162.5962,962.1635,514,175.263,175.263,695.411,632.825,208.7,11.088,24.557,48.6,480.0388917,2101.563283,270.1968333
9077.223,342,3306.921,576.693,617.5,246.024,246.024,762.425,663.088,251.1,13.224,33.603,66.5,593.7585,2361.060167,298.3233333
9241.092,252,4875.314875,446.341,714.8,332.427,332.427,811.987,684.706,298.2,15.558,43.207,85.5,741.0389896,2643.662479,323.193
9467.91,432,5665.938333,617.493,820.6,437.949,437.949,908.988,726.382,359.5,18.462,59.371,117.5,883.5110278,2906.981722,365.0338333
9867.031,486,12128.14367,1186.797333,930,644.747,644.747,1056.407,772.188,453.1,22.671,87.777,173.8,1548.864834,4207.119834,427.6571667
6793.973,45,158.281625,341.333,113.8,8.307,8.307,468.185,546.001,113.7,6.087,2.843,9.5,151.7787188,1243.449104,191.0526667
6888.685,78,1161.065167,274.8346,208.8,27.779,27.779,603.377,570.561,133.3,7.183,10.171,26.5,260.7791473,1439.860628,225.182
7186.257,108,1675.1634,346.68475,314.4,60.32,60.32,574.611,576.391,139.2,7.476,11.861,23.5,324.8272625,1615.137525,222.1731667
7915.674,168,1471.8967,515.8173333,416.1,113.75,113.75,628.706,602.389,166.3,8.901,16.684,33,354.6078361,1766.873006,242.6633333
8669.251,195,3089.455286,481.08225,514,175.249,175.249,694.47,632.648,208.7,11.077,24.502,48.5,520.8277113,2187.339589,269.9828333
9091.243,252,4251.759714,1153.381,617.5,245.958,245.958,761.352,662.87,251.1,13.21,33.532,66.4,712.9183928,2601.973619,298.0773333
9289.593,399,3900.194,382.5787143,714.8,332.429,332.429,810.989,684.538,298.2,15.541,43.127,85.4,666.6021429,2503.099119,322.9658333
9597.33,336,8498.901167,514.5773333,820.6,438.089,438.089,907.951,726.217,359.4,18.442,59.274,117.3,1102.903375,3367.582917,364.764
9908.909,270,14553.9538,445.048875,930,644.982,644.982,1055.548,772.035,453,22.644,87.673,173.6,1671.122223,4458.815613,427.4166667
6756.143,30,148.1813,275.6656,113.8,9.052,9.052,472.482,547.145,114.7,6.134,1.828,9.9,144.828325,1222.140317,192.0315
7047.744,60,1161.366333,687.5545,208.8,27.954,27.954,602.3,570.447,133.3,7.177,9.514,26.3,293.5555694,1532.236472,224.8396667
